snapped_at,price,market_cap,total_volume
2023-12-28 00:00:00 UTC,0.014423166600044019,0.0,113848.58265079086
2023-12-29 00:00:00 UTC,0.014423166600044019,0.0,113848.58265079086
2023-12-30 00:00:00 UTC,0.014390720447071294,0.0,86820.07252627409
2023-12-31 00:00:00 UTC,0.014569705788688835,0.0,64173.063326195734
2024-01-01 00:00:00 UTC,0.013109899832234772,0.0,46149.66906145322
2024-01-02 00:00:00 UTC,0.012464170385164597,0.0,29679.83429890588
2024-01-03 00:00:00 UTC,0.012717045221137127,0.0,63266.14354688431
2024-01-04 00:00:00 UTC,0.011586345706286623,0.0,42720.79339511783
2024-01-05 00:00:00 UTC,0.012370916410495904,0.0,91064.88505857468
2024-01-06 00:00:00 UTC,0.011559356386112957,0.0,23551.303319328323
2024-01-07 00:00:00 UTC,0.011001357777788497,0.0,10273.460110872466
2024-01-08 00:00:00 UTC,0.011586255640779381,0.0,58185.16590653926
2024-01-09 00:00:00 UTC,0.011519238693290393,0.0,27210.140102904526
2024-01-10 00:00:00 UTC,0.011265640046263339,0.0,39808.55444031661
2024-01-11 00:00:00 UTC,0.01220632144498537,0.0,5071.980728110242
2024-01-12 00:00:00 UTC,0.011147861627246205,0.0,39566.31661030694
2024-01-13 00:00:00 UTC,0.010589884748567162,0.0,11005.920396481464
2024-01-14 00:00:00 UTC,0.010687335015856485,0.0,3117.8679199772155
2024-01-15 00:00:00 UTC,0.01025783923372189,0.0,1608.3562473059544
2024-01-16 00:00:00 UTC,0.010386652775592472,0.0,1740.5375023200272
2024-01-17 00:00:00 UTC,0.010612147393301425,0.0,2587.2253108534096
2024-01-18 00:00:00 UTC,0.010169277888041022,0.0,4797.656720283269
2024-01-19 00:00:00 UTC,0.009808409742078058,0.0,3403.1531475901006
2024-01-20 00:00:00 UTC,0.009767538056726983,0.0,3935.8101988140197
2024-01-21 00:00:00 UTC,0.009515194078277715,0.0,4958.528745876502
2024-01-22 00:00:00 UTC,0.00913255971828226,0.0,10697.94550730854
2024-01-23 00:00:00 UTC,0.008019693546443541,0.0,13362.340628246116
2024-01-24 00:00:00 UTC,0.007709062376749273,0.0,2141.640675385936
2024-01-25 00:00:00 UTC,0.008890879453192438,0.0,55414.00496389686
2024-01-26 00:00:00 UTC,0.008957489804901672,0.0,1836.4889660165143
2024-01-27 00:00:00 UTC,0.009841795767027834,0.0,30049.909919585512
2024-01-28 00:00:00 UTC,0.009694867613283134,0.0,5642.154888792465
2024-01-29 00:00:00 UTC,0.009647517709285723,0.0,2461.08405921952
2024-01-30 00:00:00 UTC,0.009826067138370032,0.0,2029.4506317852629
2024-01-31 00:00:00 UTC,0.00988964625034559,0.0,6189.952343588219
2024-02-01 00:00:00 UTC,0.009319797397773798,0.0,10830.037458594452
2024-02-02 00:00:00 UTC,0.009664550599122673,0.0,3835.7363063421362
2024-02-03 00:00:00 UTC,0.009644533774744047,0.0,4423.503183348858
2024-02-04 00:00:00 UTC,0.010077409042550802,0.0,12269.351378571739
2024-02-05 00:00:00 UTC,0.010310304221121792,0.0,18889.467091338523
2024-02-06 00:00:00 UTC,0.01084086162629335,0.0,35991.221207483984
2024-02-07 00:00:00 UTC,0.014985799187122005,0.0,151491.92103498874
2024-02-08 00:00:00 UTC,0.018071076096067232,0.0,231415.86549504855
2024-02-09 00:00:00 UTC,0.01563030525800722,0.0,181931.449025043
2024-02-10 00:00:00 UTC,0.016875969796211313,0.0,108248.31389112568
2024-02-11 00:00:00 UTC,0.016731554619166148,0.0,20433.648282818966
2024-02-12 00:00:00 UTC,0.0254652793577337,0.0,304920.2338483667
2024-02-13 00:00:00 UTC,0.028372212005615096,0.0,130851.35641282813
2024-02-14 00:00:00 UTC,0.042456148755866285,0.0,342834.5787114558
2024-02-15 00:00:00 UTC,0.05185368001297376,0.0,842038.2868018133
2024-02-16 00:00:00 UTC,0.042230267347167345,0.0,370981.11137407593
2024-02-17 00:00:00 UTC,0.05218792130708269,0.0,342819.48167783854
2024-02-18 00:00:00 UTC,0.05027027037959383,0.0,421289.12695651106
2024-02-19 00:00:00 UTC,0.06136858100372059,0.0,434938.8297655303
2024-02-20 00:00:00 UTC,0.06297260488242255,0.0,531479.3805056992
2024-02-21 00:00:00 UTC,0.0602092508875322,0.0,229399.4857160858
2024-02-22 00:00:00 UTC,0.06099388923899031,0.0,237437.29274237697
2024-02-23 00:00:00 UTC,0.06431362697323546,0.0,52905.60101184906
2024-02-24 00:00:00 UTC,0.05757456943795078,0.0,106692.56420872745
2024-02-25 00:00:00 UTC,0.06219280334324064,0.0,122626.4210803791
2024-02-26 00:00:00 UTC,0.0565096171896572,0.0,145387.8390272506
2024-02-27 00:00:00 UTC,0.05337966678985395,0.0,368899.6965560787
2024-02-28 00:00:00 UTC,0.052465066312197106,0.0,104250.84681417994
2024-02-29 00:00:00 UTC,0.05508773410055499,0.0,168561.79242993958
2024-03-01 00:00:00 UTC,0.053813131880887495,0.0,70829.95276856472
2024-03-02 00:00:00 UTC,0.05503806700415968,0.0,73106.48219391082
2024-03-03 00:00:00 UTC,0.05179375298879368,0.0,69085.66997999237
2024-03-04 00:00:00 UTC,0.051166457264145794,0.0,173112.1623568686
2024-03-05 00:00:00 UTC,0.04933257486209909,0.0,189472.93590034332
2024-03-06 00:00:00 UTC,0.05525571359859925,0.0,168596.97613909707
2024-03-07 00:00:00 UTC,0.05032950193149011,0.0,317075.7502489587
2024-03-08 00:00:00 UTC,0.0733159539095422,0.0,801487.8910266781
2024-03-09 00:00:00 UTC,0.080829910648864,0.0,907559.5542531381
